pruid,prname,date,numconf,numtotal,numtoday
24,Quebec,11/29/2020,141038,141038,1395
10,Newfoundland and Labrador,11/29/2020,337,337,4
13,New Brunswick,11/29/2020,495,495,14
12,Nova Scotia,11/29/2020,1290,1290,10
11,Prince Edward Island,11/29/2020,72,72,0
60,Yukon,11/29/2020,45,45,0
61,Northwest Territories,11/29/2020,15,15,0
62,Nunavut,11/29/2020,177,177,13
99,Repatriated travellers,11/29/2020,13,13,0
1,Canada,11/29/2020,372036,372036,6476
59,British Columbia,11/30/2020,33238,33238,596
48,Alberta,11/30/2020,58177,58177,1733
47,Saskatchewan,11/30/2020,8564,8564,325
46,Manitoba,11/30/2020,16825,16825,342
35,Ontario,11/30/2020,116492,116492,1746
24,Quebec,11/30/2020,142371,142371,1333
10,Newfoundland and Labrador,11/30/2020,338,338,1
13,New Brunswick,11/30/2020,501,501,6
12,Nova Scotia,11/30/2020,1305,1305,15
11,Prince Edward Island,11/30/2020,72,72,0
60,Yukon,11/30/2020,47,47,2
61,Northwest Territories,11/30/2020,15,15,0
62,Nunavut,11/30/2020,181,181,4
99,Repatriated travellers,11/30/2020,13,13,0
1,Canada,11/30/2020,378139,378139,6103
59,British Columbia,12/1/2020,33894,33894,656
48,Alberta,12/1/2020,59484,59484,1307
47,Saskatchewan,12/1/2020,8745,8745,181
46,Manitoba,12/1/2020,17107,17107,282
35,Ontario,12/1/2020,118199,118199,1707
24,Quebec,12/1/2020,143548,143548,1177
10,Newfoundland and Labrador,12/1/2020,339,339,1
13,New Brunswick,12/1/2020,508,508,7
12,Nova Scotia,12/1/2020,1315,1315,10
11,Prince Edward Island,12/1/2020,72,72,0
60,Yukon,12/1/2020,47,47,0
61,Northwest Territories,12/1/2020,15,15,0
62,Nunavut,12/1/2020,182,182,1
99,Repatriated travellers,12/1/2020,13,13,0
1,Canada,12/1/2020,383468,383468,5329
59,British Columbia,12/2/2020,34728,34728,834
48,Alberta,12/2/2020,61169,61169,1685
47,Saskatchewan,12/2/2020,8982,8982,237
46,Manitoba,12/2/2020,17384,17384,277
35,Ontario,12/2/2020,119922,119922,1723
24,Quebec,12/2/2020,145062,145062,1514
10,Newfoundland and Labrador,12/2/2020,340,340,1
13,New Brunswick,12/2/2020,514,514,6
12,Nova Scotia,12/2/2020,1332,1332,17
11,Prince Edward Island,12/2/2020,72,72,0
60,Yukon,12/2/2020,49,49,2
61,Northwest Territories,12/2/2020,15,15,0
62,Nunavut,12/2/2020,193,193,11
99,Repatriated travellers,12/2/2020,13,13,0
1,Canada,12/2/2020,389775,389775,6307
59,British Columbia,12/3/2020,35421,35421,693
48,Alberta,12/3/2020,63023,63023,1854
47,Saskatchewan,12/3/2020,9243,9243,261
46,Manitoba,12/3/2020,17751,17751,367
35,Ontario,12/3/2020,121746,121746,1824
24,Quebec,12/3/2020,146532,146532,1470
10,Newfoundland and Labrador,12/3/2020,340,340,0
13,New Brunswick,12/3/2020,520,520,6
12,Nova Scotia,12/3/2020,1343,1343,11
11,Prince Edward Island,12/3/2020,73,73,1
60,Yukon,12/3/2020,50,50,1
61,Northwest Territories,12/3/2020,15,15,0
62,Nunavut,12/3/2020,198,198,5
99,Repatriated travellers,12/3/2020,13,13,0
1,Canada,12/3/2020,396268,396268,6493
59,British Columbia,12/4/2020,36132,36132,711
48,Alberta,12/4/2020,64851,64851,1828
47,Saskatchewan,12/4/2020,9526,9526,283
46,Manitoba,12/4/2020,18069,18069,318
35,Ontario,12/4/2020,123526,123526,1780
24,Quebec,12/4/2020,147877,147877,1345
10,Newfoundland and Labrador,12/4/2020,343,343,3
13,New Brunswick,12/4/2020,528,528,8
12,Nova Scotia,12/4/2020,1358,1358,15
11,Prince Edward Island,12/4/2020,73,73,0
60,Yukon,12/4/2020,51,51,1
61,Northwest Territories,12/4/2020,15,15,0
62,Nunavut,12/4/2020,206,206,8
99,Repatriated travellers,12/4/2020,13,13,0
1,Canada,12/4/2020,402568,402568,6300
59,British Columbia,12/5/2020,36779,36779,647
48,Alberta,12/5/2020,66730,66730,1879
47,Saskatchewan,12/5/2020,9729,9729,203
46,Manitoba,12/5/2020,18423,18423,354
35,Ontario,12/5/2020,125385,125385,1859
24,Quebec,12/5/2020,149908,149908,2031
10,Newfoundland and Labrador,12/5/2020,347,347,4
13,New Brunswick,12/5/2020,530,530,2
12,Nova Scotia,12/5/2020,1364,1364,6
11,Prince Edward Island,12/5/2020,76,76,3
60,Yukon,12/5/2020,54,54,3
61,Northwest Territories,12/5/2020,15,15,0
62,Nunavut,12/5/2020,214,214,8
99,Repatriated travellers,12/5/2020,13,13,0
1,Canada,12/5/2020,409567,409567,6999
59,British Columbia,12/6/2020,37505,37505,726
48,Alberta,12/6/2020,68566,68566,1836
47,Saskatchewan,12/6/2020,10138,10138,409
46,Manitoba,12/6/2020,18806,18806,383
35,Ontario,12/6/2020,127309,127309,1924
24,Quebec,12/6/2020,151599,151599,1691
10,Newfoundland and Labrador,12/6/2020,351,351,4
13,New Brunswick,12/6/2020,534,534,4
12,Nova Scotia,12/6/2020,1368,1368,4
11,Prince Edward Island,12/6/2020,80,80,4
60,Yukon,12/6/2020,54,54,0
61,Northwest Territories,12/6/2020,15,15,0
62,Nunavut,12/6/2020,216,216,2
99,Repatriated travellers,12/6/2020,13,13,0
1,Canada,12/6/2020,416554,416554,6987
59,British Columbia,12/7/2020,38152,38152,647
48,Alberta,12/7/2020,70301,70301,1735
47,Saskatchewan,12/7/2020,10411,10411,273
46,Manitoba,12/7/2020,19131,19131,325
35,Ontario,12/7/2020,129234,129234,1925
24,Quebec,12/7/2020,153176,153176,1577
10,Newfoundland and Labrador,12/7/2020,351,351,0
13,New Brunswick,12/7/2020,536,536,2
12,Nova Scotia,12/7/2020,1376,1376,8
11,Prince Edward Island,12/7/2020,84,84,4
60,Yukon,12/7/2020,54,54,0
61,Northwest Territories,12/7/2020,15,15,0
62,Nunavut,12/7/2020,219,219,3
99,Repatriated travellers,12/7/2020,13,13,0
1,Canada,12/7/2020,423053,423053,6499
59,British Columbia,12/8/2020,38718,38718,566
48,Alberta,12/8/2020,72028,72028,1727
47,Saskatchewan,12/8/2020,10596,10596,185
46,Manitoba,12/8/2020,19376,19376,245
35,Ontario,12/8/2020,130910,130910,1676
24,Quebec,12/8/2020,154740,154740,1564
10,Newfoundland and Labrador,12/8/2020,352,352,1
13,New Brunswick,12/8/2020,541,541,5
12,Nova Scotia,12/8/2020,1383,1383,7
11,Prince Edward Island,12/8/2020,84,84,0
60,Yukon,12/8/2020,58,58,4
61,Northwest Territories,12/8/2020,15,15,0
62,Nunavut,12/8/2020,220,220,1
99,Repatriated travellers,12/8/2020,13,13,0
1,Canada,12/8/2020,429034,429034,5981
59,British Columbia,12/9/2020,39337,39337,619
48,Alberta,12/9/2020,73488,73488,1460
47,Saskatchewan,12/9/2020,10898,10898,302
46,Manitoba,12/9/2020,19655,19655,279
35,Ontario,12/9/2020,132800,132800,1890
24,Quebec,12/9/2020,156468,156468,1728
10,Newfoundland and Labrador,12/9/2020,353,353,1
13,New Brunswick,12/9/2020,542,542,1
12,Nova Scotia,12/9/2020,1389,1389,6
11,Prince Edward Island,12/9/2020,84,84,0
60,Yukon,12/9/2020,58,58,0
61,Northwest Territories,12/9/2020,15,15,0
62,Nunavut,12/9/2020,229,229,9
99,Repatriated travellers,12/9/2020,13,13,0
1,Canada,12/9/2020,435329,435329,6295
59,British Columbia,12/10/2020,40060,40060,723
48,Alberta,12/10/2020,75054,75054,1566
47,Saskatchewan,12/10/2020,11222,11222,324
46,Manitoba,12/10/2020,19947,19947,292
35,Ontario,12/10/2020,134783,134783,1983
24,Quebec,12/10/2020,158310,158310,1842
10,Newfoundland and Labrador,12/10/2020,354,354,1
13,New Brunswick,12/10/2020,546,546,4
12,Nova Scotia,12/10/2020,1393,1393,4
11,Prince Edward Island,12/10/2020,84,84,0
60,Yukon,12/10/2020,58,58,0
61,Northwest Territories,12/10/2020,15,15,0
62,Nunavut,12/10/2020,229,229,0
99,Repatriated travellers,12/10/2020,13,13,0
1,Canada,12/10/2020,442068,442068,6739
59,British Columbia,12/11/2020,40797,40797,737
48,Alberta,12/11/2020,76792,76792,1738
47,Saskatchewan,12/11/2020,11473,11473,251
46,Manitoba,12/11/2020,20392,20392,445
35,Ontario,12/11/2020,136631,136631,1848
24,Quebec,12/11/2020,160023,160023,1713
10,Newfoundland and Labrador,12/11/2020,355,355,1
13,New Brunswick,12/11/2020,554,554,8
12,Nova Scotia,12/11/2020,1402,1402,9
11,Prince Edward Island,12/11/2020,84,84,0
60,Yukon,12/11/2020,58,58,0
61,Northwest Territories,12/11/2020,20,20,5
62,Nunavut,12/11/2020,245,245,16
99,Repatriated travellers,12/11/2020,13,13,0
1,Canada,12/11/2020,448839,448839,6771
59,British Columbia,12/12/2020,41495,41495,698
48,Alberta,12/12/2020,78382,78382,1590
47,Saskatchewan,12/12/2020,11747,11747,274
46,Manitoba,12/12/2020,20750,20750,358
35,Ontario,12/12/2020,138504,138504,1873
24,Quebec,12/12/2020,161921,161921,1898
10,Newfoundland and Labrador,12/12/2020,358,358,3
13,New Brunswick,12/12/2020,555,555,1
12,Nova Scotia,12/12/2020,1409,1409,7
11,Prince Edward Island,12/12/2020,89,89,5
60,Yukon,12/12/2020,58,58,0
61,Northwest Territories,12/12/2020,21,21,1
62,Nunavut,12/12/2020,247,247,2
99,Repatriated travellers,12/12/2020,13,13,0
1,Canada,12/12/2020,455549,455549,6710
59,British Columbia,12/13/2020,42184,42184,689
48,Alberta,12/13/2020,80099,80099,1717
47,Saskatchewan,12/13/2020,11969,11969,222
46,Manitoba,12/13/2020,21023,21023,273
35,Ontario,12/13/2020,140181,140181,1677
24,Quebec,12/13/2020,163915,163915,1994
10,Newfoundland and Labrador,12/13/2020,358,358,0
13,New Brunswick,12/13/2020,557,557,2
12,Nova Scotia,12/13/2020,1415,1415,6
11,Prince Edward Island,12/13/2020,89,89,0
60,Yukon,12/13/2020,58,58,0
61,Northwest Territories,12/13/2020,21,21,0
62,Nunavut,12/13/2020,247,247,0
99,Repatriated travellers,12/13/2020,13,13,0
1,Canada,12/13/2020,462129,462129,6580
59,British Columbia,12/14/2020,42943,42943,759
48,Alberta,12/14/2020,81986,81986,1887
47,Saskatchewan,12/14/2020,12236,12236,267
46,Manitoba,12/14/2020,21264,21264,241
35,Ontario,12/14/2020,142121,142121,1940
24,Quebec,12/14/2020,165535,165535,1620
10,Newfoundland and Labrador,12/14/2020,359,359,1
13,New Brunswick,12/14/2020,558,558,1
12,Nova Scotia,12/14/2020,1420,1420,5
11,Prince Edward Island,12/14/2020,89,89,0
60,Yukon,12/14/2020,59,59,1
61,Northwest Territories,12/14/2020,21,21,0
62,Nunavut,12/14/2020,256,256,9
99,Repatriated travellers,12/14/2020,13,13,0
1,Canada,12/14/2020,468860,468860,6731
59,British Columbia,12/15/2020,43463,43463,520
48,Alberta,12/15/2020,83327,83327,1341
47,Saskatchewan,12/15/2020,12430,12430,194
46,Manitoba,12/15/2020,21535,21535,271
35,Ontario,12/15/2020,144396,144396,2275
24,Quebec,12/15/2020,167276,167276,1741
10,Newfoundland and Labrador,12/15/2020,359,359,0
13,New Brunswick,12/15/2020,559,559,1
12,Nova Scotia,12/15/2020,1426,1426,6
11,Prince Edward Island,12/15/2020,89,89,0
60,Yukon,12/15/2020,59,59,0
61,Northwest Territories,12/15/2020,22,22,1
62,Nunavut,12/15/2020,258,258,2
99,Repatriated travellers,12/15/2020,13,13,0
1,Canada,12/15/2020,475212,475212,6352
59,British Columbia,12/16/2020,44103,44103,640
48,Alberta,12/16/2020,84597,84597,1270
47,Saskatchewan,12/16/2020,12592,12592,162
46,Manitoba,12/16/2020,21826,21826,291
35,Ontario,12/16/2020,146535,146535,2139
24,Quebec,12/16/2020,169173,169173,1897
10,Newfoundland and Labrador,12/16/2020,364,364,5
13,New Brunswick,12/16/2020,567,567,8
12,Nova Scotia,12/16/2020,1430,1430,4
11,Prince Edward Island,12/16/2020,89,89,0
60,Yukon,12/16/2020,59,59,0
61,Northwest Territories,12/16/2020,22,22,0
62,Nunavut,12/16/2020,258,258,0
99,Repatriated travellers,12/16/2020,13,13,0
1,Canada,12/16/2020,481628,481628,6416
59,British Columbia,12/17/2020,44776,44776,673
48,Alberta,12/17/2020,86168,86168,1571
47,Saskatchewan,12/17/2020,12830,12830,238
46,Manitoba,12/17/2020,22047,22047,221
35,Ontario,12/17/2020,148967,148967,2432
24,Quebec,12/17/2020,171028,171028,1855
10,Newfoundland and Labrador,12/17/2020,367,367,3
13,New Brunswick,12/17/2020,573,573,6
12,Nova Scotia,12/17/2020,1436,1436,6
11,Prince Edward Island,12/17/2020,90,90,1
60,Yukon,12/17/2020,59,59,0
61,Northwest Territories,12/17/2020,23,23,1
62,Nunavut,12/17/2020,259,259,1
99,Repatriated travellers,12/17/2020,13,13,0
1,Canada,12/17/2020,488636,488636,7008
59,British Columbia,12/18/2020,45400,45400,624
48,Alberta,12/18/2020,87581,87581,1413
47,Saskatchewan,12/18/2020,13075,13075,245
46,Manitoba,12/18/2020,22397,22397,350
35,Ontario,12/18/2020,151257,151257,2290
24,Quebec,12/18/2020,172801,172801,1773
10,Newfoundland and Labrador,12/18/2020,372,372,5
13,New Brunswick,12/18/2020,573,573,0
12,Nova Scotia,12/18/2020,1442,1442,6
11,Prince Edward Island,12/18/2020,90,90,0
60,Yukon,12/18/2020,59,59,0
61,Northwest Territories,12/18/2020,24,24,1
62,Nunavut,12/18/2020,259,259,0
99,Repatriated travellers,12/18/2020,13,13,0
1,Canada,12/18/2020,495343,495343,6707
59,British Columbia,12/19/2020,46052,46052,652
48,Alberta,12/19/2020,88933,88933,1352
47,Saskatchewan,12/19/2020,13327,13327,252
46,Manitoba,12/19/2020,22630,22630,233
35,Ontario,12/19/2020,153614,153614,2357
24,Quebec,12/19/2020,174839,174839,2038
10,Newfoundland and Labrador,12/19/2020,380,380,8
13,New Brunswick,12/19/2020,574,574,1
12,Nova Scotia,12/19/2020,1443,1443,1
11,Prince Edward Island,12/19/2020,91,91,1
60,Yukon,12/19/2020,59,59,0
61,Northwest Territories,12/19/2020,24,24,0
62,Nunavut,12/19/2020,259,259,0
99,Repatriated travellers,12/19/2020,13,13,0
1,Canada,12/19/2020,502238,502238,6895
59,British Columbia,12/20/2020,46538,46538,486
48,Alberta,12/20/2020,90219,90219,1286
47,Saskatchewan,12/20/2020,13553,13553,226
46,Manitoba,12/20/2020,22859,22859,229
35,Ontario,12/20/2020,155930,155930,2316
24,Quebec,12/20/2020,176985,176985,2146
10,Newfoundland and Labrador,12/20/2020,382,382,2
13,New Brunswick,12/20/2020,574,574,0
12,Nova Scotia,12/20/2020,1445,1445,2
11,Prince Edward Island,12/20/2020,91,91,0
60,Yukon,12/20/2020,59,59,0
61,Northwest Territories,12/20/2020,24,24,0
62,Nunavut,12/20/2020,259,259,0
99,Repatriated travellers,12/20/2020,13,13,0
1,Canada,12/20/2020,508931,508931,6693
59,British Columbia,12/21/2020,47067,47067,529
48,Alberta,12/21/2020,91459,91459,1240
47,Saskatchewan,12/21/2020,13759,13759,206
46,Manitoba,12/21/2020,23025,23025,166
35,Ontario,12/21/2020,158053,158053,2123
24,Quebec,12/21/2020,179093,179093,2108
10,Newfoundland and Labrador,12/21/2020,382,382,0
13,New Brunswick,12/21/2020,578,578,4
12,Nova Scotia,12/21/2020,1447,1447,2
11,Prince Edward Island,12/21/2020,91,91,0
60,Yukon,12/21/2020,59,59,0
61,Northwest Territories,12/21/2020,24,24,0
62,Nunavut,12/21/2020,262,262,3
99,Repatriated travellers,12/21/2020,13,13,0
1,Canada,12/21/2020,515312,515312,6381
59,British Columbia,12/22/2020,47510,47510,443
48,Alberta,12/22/2020,92480,92480,1021
47,Saskatchewan,12/22/2020,13941,13941,182
46,Manitoba,12/22/2020,23180,23180,155
35,Ontario,12/22/2020,160255,160255,2202
24,Quebec,12/22/2020,181276,181276,2183
10,Newfoundland and Labrador,12/22/2020,383,383,1
13,New Brunswick,12/22/2020,580,580,2
12,Nova Scotia,12/22/2020,1454,1454,7
11,Prince Edward Island,12/22/2020,91,91,0
60,Yukon,12/22/2020,59,59,0
61,Northwest Territories,12/22/2020,24,24,0
62,Nunavut,12/22/2020,262,262,0
99,Repatriated travellers,12/22/2020,13,13,0
1,Canada,12/22/2020,521508,521508,6196
59,British Columbia,12/23/2020,48027,48027,517
48,Alberta,12/23/2020,93781,93781,1301
47,Saskatchewan,12/23/2020,14100,14100,159
46,Manitoba,12/23/2020,23381,23381,201
35,Ontario,12/23/2020,162663,162663,2408
24,Quebec,12/23/2020,183523,183523,2247
10,Newfoundland and Labrador,12/23/2020,384,384,1
13,New Brunswick,12/23/2020,585,585,5
12,Nova Scotia,12/23/2020,1458,1458,4
11,Prince Edward Island,12/23/2020,91,91,0
60,Yukon,12/23/2020,59,59,0
61,Northwest Territories,12/23/2020,24,24,0
62,Nunavut,12/23/2020,264,264,2
99,Repatriated travellers,12/23/2020,13,13,0
1,Canada,12/23/2020,528353,528353,6845
59,British Columbia,12/24/2020,48609,48609,582
48,Alberta,12/24/2020,94788,94788,1007
47,Saskatchewan,12/24/2020,14254,14254,154
46,Manitoba,12/24/2020,23624,23624,243
35,Ontario,12/24/2020,165110,165110,2447
24,Quebec,12/24/2020,185872,185872,2349
10,Newfoundland and Labrador,12/24/2020,384,384,0
13,New Brunswick,12/24/2020,587,587,2
12,Nova Scotia,12/24/2020,1465,1465,7
11,Prince Edward Island,12/24/2020,94,94,3
60,Yukon,12/24/2020,60,60,1
61,Northwest Territories,12/24/2020,24,24,0
62,Nunavut,12/24/2020,265,265,1
99,Repatriated travellers,12/24/2020,13,13,0
1,Canada,12/24/2020,535149,535149,6796
59,British Columbia,12/25/2020,49121,49121,512
48,Alberta,12/25/2020,95979,95979,1191
47,Saskatchewan,12/25/2020,14483,14483,229
46,Manitoba,12/25/2020,23624,23624,0
35,Ontario,12/25/2020,167269,167269,2159
24,Quebec,12/25/2020,185872,185872,0
10,Newfoundland and Labrador,12/25/2020,384,384,0
13,New Brunswick,12/25/2020,588,588,1
12,Nova Scotia,12/25/2020,1465,1465,0
11,Prince Edward Island,12/25/2020,94,94,0
60,Yukon,12/25/2020,60,60,0
61,Northwest Territories,12/25/2020,24,24,0
62,Nunavut,12/25/2020,265,265,0
99,Repatriated travellers,12/25/2020,13,13,0
1,Canada,12/25/2020,539241,539241,4092
59,British Columbia,12/26/2020,49568,49568,447
48,Alberta,12/26/2020,96893,96893,914
47,Saskatchewan,12/26/2020,14615,14615,132
46,Manitoba,12/26/2020,23624,23624,0
35,Ontario,12/26/2020,169411,169411,2142
24,Quebec,12/26/2020,190364,190364,4492
10,Newfoundland and Labrador,12/26/2020,384,384,0
13,New Brunswick,12/26/2020,590,590,2
12,Nova Scotia,12/26/2020,1465,1465,0
11,Prince Edward Island,12/26/2020,94,94,0
60,Yukon,12/26/2020,60,60,0
61,Northwest Territories,12/26/2020,24,24,0
62,Nunavut,12/26/2020,265,265,0
99,Repatriated travellers,12/26/2020,13,13,0
1,Canada,12/26/2020,547370,547370,8129
59,British Columbia,12/27/2020,49992,49992,424
48,Alberta,12/27/2020,97352,97352,459
47,Saskatchewan,12/27/2020,14813,14813,198
46,Manitoba,12/27/2020,24145,24145,521
35,Ontario,12/27/2020,171416,171416,2005
24,Quebec,12/27/2020,192655,192655,2291
10,Newfoundland and Labrador,12/27/2020,387,387,3
13,New Brunswick,12/27/2020,592,592,2
12,Nova Scotia,12/27/2020,1465,1465,0
11,Prince Edward Island,12/27/2020,94,94,0
60,Yukon,12/27/2020,60,60,0
61,Northwest Territories,12/27/2020,24,24,0
62,Nunavut,12/27/2020,265,265,0
99,Repatriated travellers,12/27/2020,13,13,0
1,Canada,12/27/2020,553273,553273,5903
59,British Columbia,12/28/2020,50433,50433,441
48,Alberta,12/28/2020,98269,98269,917
47,Saskatchewan,12/28/2020,14907,14907,94
46,Manitoba,12/28/2020,24252,24252,107
35,Ontario,12/28/2020,173355,173355,1939
24,Quebec,12/28/2020,194930,194930,2275
10,Newfoundland and Labrador,12/28/2020,389,389,2
13,New Brunswick,12/28/2020,593,593,1
12,Nova Scotia,12/28/2020,1478,1478,13
11,Prince Edward Island,12/28/2020,94,94,0
60,Yukon,12/28/2020,60,60,0
61,Northwest Territories,12/28/2020,24,24,0
62,Nunavut,12/28/2020,266,266,1
99,Repatriated travellers,12/28/2020,13,13,0
1,Canada,12/28/2020,559063,559063,5790
59,British Columbia,12/29/2020,50815,50815,382
48,Alberta,12/29/2020,99141,99141,872
47,Saskatchewan,12/29/2020,15021,15021,114
46,Manitoba,12/29/2020,24385,24385,133
35,Ontario,12/29/2020,175908,175908,2553
24,Quebec,12/29/2020,197311,197311,2381
10,Newfoundland and Labrador,12/29/2020,390,390,1
13,New Brunswick,12/29/2020,595,595,2
12,Nova Scotia,12/29/2020,1480,1480,2
11,Prince Edward Island,12/29/2020,96,96,2
60,Yukon,12/29/2020,60,60,0
61,Northwest Territories,12/29/2020,24,24,0
62,Nunavut,12/29/2020,266,266,0
99,Repatriated travellers,12/29/2020,13,13,0
1,Canada,12/29/2020,565504,565504,6441
59,British Columbia,12/30/2020,51300,51300,485
48,Alberta,12/30/2020,100428,100428,1287
47,Saskatchewan,12/30/2020,15159,15159,138
46,Manitoba,12/30/2020,24513,24513,128
35,Ontario,12/30/2020,178831,178831,2923
24,Quebec,12/30/2020,199822,199822,2511
10,Newfoundland and Labrador,12/30/2020,390,390,0
13,New Brunswick,12/30/2020,596,596,1
12,Nova Scotia,12/30/2020,1483,1483,3
11,Prince Edward Island,12/30/2020,96,96,0
60,Yukon,12/30/2020,60,60,0
61,Northwest Territories,12/30/2020,24,24,0
62,Nunavut,12/30/2020,266,266,0
99,Repatriated travellers,12/30/2020,13,13,0
1,Canada,12/30/2020,572981,572981,7477
59,British Columbia,12/31/2020,51990,51990,690
48,Alberta,12/31/2020,101654,101628,1200
47,Saskatchewan,12/31/2020,15349,15349,190
46,Manitoba,12/31/2020,24700,24700,187
35,Ontario,12/31/2020,182159,182159,3328
24,Quebec,12/31/2020,202641,202641,2819
10,Newfoundland and Labrador,12/31/2020,390,390,0
13,New Brunswick,12/31/2020,599,599,3
12,Nova Scotia,12/31/2020,1486,1486,3
11,Prince Edward Island,12/31/2020,96,96,0
60,Yukon,12/31/2020,60,60,0
61,Northwest Territories,12/31/2020,24,24,0
62,Nunavut,12/31/2020,266,266,0
99,Repatriated travellers,12/31/2020,13,13,0
1,Canada,12/31/2020,581427,581427,8446
59,British Columbia,1/1/2021,52555,52555,565
48,Alberta,1/1/2021,103015,103015,1387
47,Saskatchewan,1/1/2021,15634,15634,285
46,Manitoba,1/1/2021,24700,24700,0
35,Ontario,1/1/2021,184635,184635,2476
24,Quebec,1/1/2021,205449,205449,2808
10,Newfoundland and Labrador,1/1/2021,390,390,0
13,New Brunswick,1/1/2021,601,601,2
12,Nova Scotia,1/1/2021,1497,1497,11
11,Prince Edward Island,1/1/2021,96,96,0
60,Yukon,1/1/2021,64,64,4
61,Northwest Territories,1/1/2021,24,24,0
62,Nunavut,1/1/2021,266,266,0
99,Repatriated travellers,1/1/2021,13,13,0
1,Canada,1/1/2021,588939,588939,7512
59,British Columbia,1/2/2021,53162,53162,607
48,Alberta,1/2/2021,103948,103948,933
47,Saskatchewan,1/2/2021,15844,15844,210
46,Manitoba,1/2/2021,25026,25026,326
35,Ontario,1/2/2021,187998,187998,3363
24,Quebec,1/2/2021,207435,207435,1986
10,Newfoundland and Labrador,1/2/2021,390,390,0
13,New Brunswick,1/2/2021,611,611,10
12,Nova Scotia,1/2/2021,1499,1499,2
11,Prince Edward Island,1/2/2021,96,96,0
60,Yukon,1/2/2021,64,64,0
61,Northwest Territories,1/2/2021,24,24,0
62,Nunavut,1/2/2021,266,266,0
99,Repatriated travellers,1/2/2021,13,13,0
1,Canada,1/2/2021,596376,596376,7437
59,British Columbia,1/3/2021,53662,53662,500
48,Alberta,1/3/2021,104407,104407,459
47,Saskatchewan,1/3/2021,16080,16080,236
46,Manitoba,1/3/2021,25126,25126,100
35,Ontario,1/3/2021,190962,190962,2964
24,Quebec,1/3/2021,210304,210304,2869
10,Newfoundland and Labrador,1/3/2021,390,390,0
13,New Brunswick,1/3/2021,618,618,7
12,Nova Scotia,1/3/2021,1501,1501,2
11,Prince Edward Island,1/3/2021,96,96,0
60,Yukon,1/3/2021,64,64,0
61,Northwest Territories,1/3/2021,24,24,0
62,Nunavut,1/3/2021,266,266,0
99,Repatriated travellers,1/3/2021,13,13,0
1,Canada,1/3/2021,603513,603513,7137
59,British Columbia,1/4/2021,54201,54201,539
48,Alberta,1/4/2021,105535,105535,1128
47,Saskatchewan,1/4/2021,16367,16367,287
46,Manitoba,1/4/2021,25244,25244,118
35,Ontario,1/4/2021,194232,194232,3270
24,Quebec,1/4/2021,212850,212850,2546
10,Newfoundland and Labrador,1/4/2021,391,391,1
13,New Brunswick,1/4/2021,635,635,17
12,Nova Scotia,1/4/2021,1505,1505,4
11,Prince Edward Island,1/4/2021,96,96,0
60,Yukon,1/4/2021,65,65,1
61,Northwest Territories,1/4/2021,24,24,0
62,Nunavut,1/4/2021,266,266,0
99,Repatriated travellers,1/4/2021,13,13,0
1,Canada,1/4/2021,611424,611424,7911
59,British Columbia,1/5/2021,54629,54629,428
48,Alberta,1/5/2021,106378,106378,843
47,Saskatchewan,1/5/2021,16520,16520,153
46,Manitoba,1/5/2021,25374,25374,130
35,Ontario,1/5/2021,197585,197585,3353
24,Quebec,1/5/2021,215358,215358,2508
10,Newfoundland and Labrador,1/5/2021,392,392,1
13,New Brunswick,1/5/2021,662,662,27
12,Nova Scotia,1/5/2021,1508,1508,3
11,Prince Edward Island,1/5/2021,97,97,1
60,Yukon,1/5/2021,65,65,0
61,Northwest Territories,1/5/2021,24,24,0
62,Nunavut,1/5/2021,266,266,0
99,Repatriated travellers,1/5/2021,13,13,0
1,Canada,1/5/2021,618871,618871,7447
59,British Columbia,1/6/2021,55254,55254,625
48,Alberta,1/6/2021,107501,107501,1123
47,Saskatchewan,1/6/2021,16804,16804,284
46,Manitoba,1/6/2021,25534,25534,160
35,Ontario,1/6/2021,201076,201076,3491
24,Quebec,1/6/2021,217999,217999,2641
10,Newfoundland and Labrador,1/6/2021,392,392,0
13,New Brunswick,1/6/2021,693,693,31
12,Nova Scotia,1/6/2021,1520,1520,12
11,Prince Edward Island,1/6/2021,101,101,4
60,Yukon,1/6/2021,66,66,1
61,Northwest Territories,1/6/2021,24,24,0
62,Nunavut,1/6/2021,266,266,0
99,Repatriated travellers,1/6/2021,13,13,0
1,Canada,1/6/2021,627243,627243,8372
59,British Columbia,1/7/2021,56015,56015,761
48,Alberta,1/7/2021,108469,108469,968
47,Saskatchewan,1/7/2021,17139,17139,335
46,Manitoba,1/7/2021,25741,25741,207
35,Ontario,1/7/2021,204595,204595,3519
24,Quebec,1/7/2021,220518,220518,2519
10,Newfoundland and Labrador,1/7/2021,392,392,0
13,New Brunswick,1/7/2021,717,717,24
12,Nova Scotia,1/7/2021,1523,1523,3
11,Prince Edward Island,1/7/2021,102,102,1
60,Yukon,1/7/2021,69,69,3
61,Northwest Territories,1/7/2021,24,24,0
62,Nunavut,1/7/2021,266,266,0
99,Repatriated travellers,1/7/2021,13,13,0
1,Canada,1/7/2021,635583,635583,8340
59,British Columbia,1/8/2021,56632,56632,617
48,Alberta,1/8/2021,109652,109652,1183
47,Saskatchewan,1/8/2021,17475,17475,336
46,Manitoba,1/8/2021,25963,25963,222
35,Ontario,1/8/2021,208394,208394,3799
24,Quebec,1/8/2021,223106,223106,2588
10,Newfoundland and Labrador,1/8/2021,392,392,0
